540,432,1
477,626,1
71,387,1
260,52,1
260,11,1
136,17,1
888,187,1
1,367,1
552,938,1
836,324,1
350,954,1
631,336,1
461,455,1
755,200,1
911,445,1
911,376,1
270,370,1
457,814,1
870,333,1
826,459,1
176,716,1
609,661,1
362,126,1
362,973,1
751,567,1
751,764,1
9,482,1
465,428,1
887,989,1
887,556,1
287,355,1
287,673,1
936,519,1
898,765,1
774,435,1
472,652,1
298,585,1
298,331,1
650,916,1
538,797,1
98,818,1
98,810,1
113,582,1
678,580,1
850,291,1
939,101,1
939,148,1
212,303,1
212,844,1
953,891,1
43,208,1
43,97,1
792,263,1
33,724,1
171,74,1
171,784,1
636,994,1
203,807,1
203,478,1
430,165,1
987,872,1
141,725,1
285,357,1
334,118,1
184,455,1
393,96,1
156,829,1
549,43,1
916,449,1
782,254,1
502,193,1
413,213,1
551,305,1
704,675,1
842,579,1
842,326,1
756,833,1
825,558,1
768,423,1
163,2,1
337,700,1
994,826,1
386,297,1
966,798,1
765,933,1
74,512,1
746,143,1
746,408,1
528,548,1
198,438,1
107,896,1
470,492,1
470,133,1
279,121,1
831,121,1
831,356,1
256,320,1
85,438,1
339,164,1
300,526,1
790,315,1
566,521,1
199,971,1
900,355,1
900,193,1
38,707,1
118,90,1
455,888,1
597,374,1
597,967,1
949,563,1
394,564,1
142,406,1
142,28,1
734,244,1
219,432,1
219,437,1
764,666,1
159,308,1
693,539,1
925,73,1
925,930,1
326,814,1
632,278,1
28,853,1
379,360,1
453,466,1
872,264,1
75,161,1
770,860,1
547,339,1
62,115,1
62,140,1
737,499,1
351,442,1
573,867,1
980,572,1
965,440,1
180,483,1
619,202,1
619,790,1
913,455,1
2,767,1
699,213,1
521,557,1
777,922,1
852,513,1
123,638,1
441,946,1
491,315,1
841,605,1
310,504,1
884,916,1
411,735,1
411,285,1
608,877,1
72,919,1
844,202,1
580,35,1
419,66,1
419,900,1
66,280,1
616,306,1
958,143,1
817,844,1
817,123,1
810,957,1
757,268,1
329,24,1
128,913,1
656,681,1
656,555,1
978,977,1
739,438,1
380,301,1
368,276,1
546,698,1
653,150,1
711,928,1
778,611,1
778,47,1
905,474,1
523,826,1
969,190,1
969,651,1
375,664,1
237,589,1
237,258,1
812,998,1
814,855,1
814,387,1
700,765,1
700,936,1
405,780,1
804,389,1
804,116,1
804,311,1
204,967,1
555,424,1
763,974,1
433,277,1
177,323,1
468,439,1
111,712,1
111,798,1
738,857,1
877,183,1
483,141,1
483,928,1
579,527,1
901,704,1
280,788,1
313,967,1
689,975,1
58,611,1
683,928,1
857,432,1
238,518,1
238,221,1
674,415,1
961,633,1
416,317,1
675,113,1
322,95,1
124,405,1
816,873,1
248,211,1
983,627,1
407,317,1
809,546,1
106,911,1
691,843,1
153,280,1
229,681,1
510,80,1
233,140,1
36,250,1
749,222,1
242,782,1
385,359,1
701,841,1
182,452,1
539,350,1
357,562,1
392,213,1
215,691,1
306,151,1
175,543,1
275,80,1
125,859,1
776,926,1
330,32,1
845,322,1
876,933,1
147,242,1
370,952,1
282,987,1
261,564,1
191,213,1
90,924,1
48,429,1
288,790,1
186,864,1
920,733,1
530,964,1
133,885,1
133,737,1
710,629,1
543,785,1
758,487,1
873,999,1
399,57,1
76,693,1
952,263,1
924,714,1
562,712,1
794,755,1
982,857,1
139,504,1
301,783,1
409,470,1
447,487,1
786,1,1
284,626,1
24,350,1
257,152,1
423,945,1
938,178,1
601,978,1
82,634,1
205,540,1
39,532,1
480,128,1
610,417,1
570,873,1
626,968,1
917,325,1
192,665,1
42,137,1
644,758,1
1559,1405,1
1559,28,1
1603,1550,1
1603,172,1
1603,353,1
1603,638,1
1249,1006,1
1249,291,1
1249,166,1
1219,1404,1
1763,1577,1
1292,1076,1
1292,399,1
1472,1830,1
1877,1917,1
1877,813,1
1020,1073,1
1020,50,1
1209,1017,1
1209,632,1
1209,714,1
1519,1202,1
1519,1514,1
1519,172,1
1636,1667,1
1636,1373,1
1636,669,1
1636,552,1
1064,1568,1
1064,293,1
1064,957,1
1767,1713,1
1767,857,1
1872,1718,1
1872,1517,1
1872,271,1
1872,473,1
1050,1084,1
1050,613,1
1643,1407,1
1311,1151,1
1757,1085,1
1757,122,1
1757,98,1
1757,695,1
1757,239,1
1021,1813,1
1796,1641,1
1865,1466,1
1865,1131,1
1863,1058,1
1863,958,1
1685,1203,1
1506,1518,1
1694,1123,1
1694,281,1
1694,152,1
1941,1822,1
1941,1021,1
1941,859,1
1474,1605,1
1474,190,1
1474,816,1
1474,623,1
1474,654,1
1378,1176,1
1378,84,1
1378,203,1
1378,396,1
1133,1477,1
1133,1473,1
1133,627,1
1133,802,1
1861,1353,1
1861,744,1
1861,893,1
1760,1604,1
1760,214,1
1760,60,1
1760,796,1
1741,1833,1
1741,185,1
1741,751,1
1741,430,1
1927,1606,1
1927,806,1
1900,1630,1
1900,1523,1
1900,734,1
1900,119,1
1265,1476,1
1265,1645,1
1265,1050,1
1265,822,1
1813,1470,1
1813,845,1
1693,1115,1
1693,1601,1
1693,277,1
1693,276,1
1817,1592,1
1817,1085,1
1817,830,1
1858,1468,1
1858,1712,1
1858,238,1
1325,1978,1
1170,1356,1
1170,559,1
1170,37,1
1170,598,1
1058,1948,1
1058,70,1
1058,111,1
1780,1450,1
1780,57,1
1780,677,1
1765,1589,1
1791,1357,1
1791,973,1
1018,1248,1
1062,1437,1
1810,1507,1
1810,931,1
1526,1965,1
1949,1413,1
1949,623,1
1161,1509,1
1161,474,1
1322,1160,1
1349,1635,1
1349,431,1
1844,1865,1
1206,1428,1
1206,1536,1
1206,1246,1
1206,302,1
1450,1550,1
1747,1090,1
1747,1769,1
1380,1823,1
1380,736,1
1250,1179,1
1250,126,1
1365,1403,1
1365,1405,1
1365,1728,1
1365,1485,1
1365,691,1
1197,1493,1
1197,744,1
1932,1338,1
1617,1355,1
1617,428,1
1617,657,1
1448,1016,1
1619,1943,1
1286,1967,1
1286,1386,1
1286,785,1
1174,1462,1
1174,592,1
1194,1616,1
1194,467,1
1194,256,1
1194,897,1
1574,1937,1
1574,945,1
1103,1711,1
1163,1802,1
1163,1380,1
1163,388,1
1163,772,1
1967,1664,1
1967,767,1
1291,1387,1
1291,1006,1
1709,1883,1
1709,413,1
1068,1080,1
1068,304,1
1227,1786,1
1227,104,1
1335,1824,1
1335,1541,1
1415,1979,1
1415,442,1
1740,1666,1
1740,458,1
1740,879,1
1541,1058,1
1541,1903,1
1541,1487,1
1370,1491,1
1370,805,1
1845,1032,1
1845,1960,1
1845,42,1
1845,331,1
1845,511,1
1845,691,1
1129,1788,1
1129,980,1
1129,949,1
1823,1353,1
1823,697,1
1988,1249,1
1557,1384,1
1557,459,1
1593,1292,1
1593,402,1
1444,1051,1
1871,1097,1
1871,736,1
1561,1601,1
1561,661,1
1100,1785,1
1100,341,1
1100,29,1
1218,1241,1
1275,1351,1
1275,42,1
1898,1440,1
1131,1194,1
1000,1629,1
1041,1707,1
1348,1138,1
1641,1212,1
1699,1818,1
1699,1541,1
1699,357,1
1995,1952,1
1995,928,1
1854,1797,1
1854,856,1
1854,987,1
1912,1923,1
1912,483,1
1912,789,1
1359,1437,1
1359,682,1
1359,514,1
1411,1325,1
1411,134,1
1319,1220,1
1189,1715,1
1189,704,1
1572,1462,1
1572,868,1
1572,201,1
1513,1217,1
1495,1521,1
1495,21,1
1495,50,1
1485,1758,1
1485,262,1
1032,1204,1
1032,9,1
1084,1694,1
1084,899,1
1084,689,1
1084,958,1
1954,1304,1
1859,1656,1
1859,84,1
1795,1602,1
1795,1546,1
1795,356,1
1795,265,1
1095,1148,1
1095,248,1
1342,1616,1
1026,1933,1
1026,90,1
1999,1673,1
1999,1070,1
1716,1428,1
1716,314,1
1882,1322,1
1882,3,1
1398,1716,1
1398,499,1
1562,1573,1
1147,1796,1
1147,1592,1
1463,1828,1
1086,1847,1
1280,1830,1
1280,76,1
1280,85,1
1364,1823,1
1364,1292,1
1364,1657,1
1364,818,1
1364,4,1
1139,1090,1
1419,1086,1
1419,572,1
1419,291,1
1775,1969,1
1775,253,1
1959,1649,1
1959,994,1
1959,558,1
1355,1841,1
1355,424,1
1355,139,1
1459,1743,1
1314,1418,1
1314,420,1
1078,1989,1
1078,22,1
1542,1927,1
1542,188,1
1012,1641,1
1012,943,1
1771,1748,1
1771,46,1
1279,1644,1
1279,1745,1
1279,469,1
1279,489,1
1279,633,1
1279,282,1
1279,175,1
1727,1740,1
1788,1420,1
1788,1830,1
1788,180,1
1788,277,1
1788,380,1
1828,1794,1
1828,981,1
1830,1031,1
1830,1996,1
1746,1349,1
1481,1437,1
1481,525,1
1481,841,1
1481,649,1
1733,1255,1
1914,1599,1
1277,1422,1
1277,801,1
1668,1569,1
1668,1078,1
1668,1410,1
1668,346,1
1345,1031,1
1345,45,1
1345,411,1
1081,1766,1
1081,693,1
1081,470,1
1081,538,1
1053,1836,1
1053,899,1
1625,1160,1
1625,739,1
1625,682,1
1046,1195,1
1046,501,1
1412,1386,1
1412,945,1
1412,76,1
1460,1998,1
1171,1435,1
1171,626,1
1328,1121,1
1328,1284,1
1328,56,1
1328,187,1
1328,41,1
1125,1228,1
1125,745,1
1440,1757,1
1440,7,1
1715,1340,1
1715,950,1
1232,1912,1
1860,1110,1
1860,759,1
1035,1882,1
1035,443,1
1035,70,1
1035,989,1
1905,1336,1
1905,156,1
1453,1899,1
1453,433,1
1122,1655,1
1122,262,1
1282,1418,1
1282,915,1
1552,1482,1
1224,1081,1
1224,660,1
1224,884,1
1224,967,1
1457,1400,1
1457,335,1
1892,1657,1
1831,1613,1
1831,602,1
1252,1895,1
1252,207,1
1252,760,1
1913,1902,1
1405,1512,1
1405,54,1
1301,1356,1
1301,1588,1
1301,1507,1
1301,888,1
1301,530,1
1301,794,1
1846,1172,1
1180,1991,1
1851,1169,1
1708,1776,1
1708,986,1
1708,31,1
1191,1186,1
1090,1683,1
1090,271,1
1915,1288,1
1915,43,1
1214,1176,1
1644,1851,1
1868,1406,1
1868,383,1
1868,396,1
1868,629,1
1785,1786,1
1785,958,1
1293,1790,1
1293,32,1
1293,124,1
1985,1285,1
1985,554,1
1832,1831,1
1776,1501,1
1776,578,1
1434,1459,1
1434,786,1
1434,584,1
1829,1668,1
1039,1896,1
1039,200,1
1517,1629,1
1826,1920,1
1826,609,1
1920,1924,1
1920,215,1
1920,338,1
1670,1548,1
1217,1922,1
1217,552,1
1881,1409,1
1881,961,1
1406,1744,1
1406,456,1
1391,1710,1
1906,1637,1
1906,80,1
1155,1806,1
1155,1826,1
1155,550,1
1155,379,1
1984,1839,1
1984,9,1
1984,703,1
1036,1131,1
1231,1231,1
1231,187,1
1918,1938,1
1033,1931,1
1033,48,1
1176,1498,1
1176,65,1
1202,1173,1
1202,165,1
1034,1366,1
1350,1174,1
1350,766,1
1350,20,1
1800,1784,1
1800,450,1
1800,560,1
1447,1879,1
1669,1698,1
1669,99,1
1267,1296,1
1267,862,1
1808,1244,1
1179,1866,1
1179,427,1
1702,1922,1
1992,1333,1
1113,1620,1
1113,429,1
1113,34,1
1847,1068,1
1847,70,1
1233,1018,1
1233,199,1
1233,366,1
1083,1202,1
1117,1971,1
1117,189,1
1117,478,1
1117,720,1
1117,898,1
1601,1162,1
1025,1960,1
1025,310,1
